originalEdgeIDS : 
1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	(0.537561)
1	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	(0.652908)
1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	(0.718004)
1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	(0.758004)
0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	(0.686206)
0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	0	1	(0.694805)
0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	(0.764706)
1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	0	(0.529781)
0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	(0.586268)
1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	(0.490196)
1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	(0.916221)
1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	(0.771288)
1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	(0.553437)
0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	(0.683872)
1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	(0.616136)
0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	(0.618835)
1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	(0.764706)
1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	(0.770481)
0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	(0.442567)
1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	(0.76629)
1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	(0.647727)
1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	(0.778966)
0	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	(0.704592)
0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	(0.64856)
1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	(0.63273)
0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	(0.632656)
0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	(0.792236)
0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	(0.707571)
1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	(0.461133)
0	1	0	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	(0.659715)
1	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	(0.606291)
1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	(0.666524)
0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	(0.708429)
1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	(0.696078)
1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	(0.516934)
0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	(0.685205)
1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	(0.600713)
0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	(0.746562)
0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	(0.555577)
1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	(0.665062)
0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	(0.481061)
0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	(0.600784)
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	(0.597005)
0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	(0.597711)
0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	(0.664264)
0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	(0.61463)
0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	(0.822951)
1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	(0.532213)
1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	(0.751337)
1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	(0.565134)
0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	(0.64951)
1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	(0.650481)
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	(0.700178)
0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	(0.888592)
1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	(0.654619)
1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	(0.840642)
0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	(0.918004)
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	(0.586268)
1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	(0.818182)
0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	0	(0.567214)
